bb,sport_id,np,hgnd,roe,hr,team_count,sb,player_id,avg,sf,sac,wo,hpop,so,gidp_opp,gidp,ppa,ab,hldr,d,tpa,g,h,ibb,go,sport_code,tb,ao,slg,cs,r,ops,t,hbp,rbi,babip,go_ao,hfly,obp,sport,lob,xbh
76,1,3625,75,9,20,2,40,605548,.217,8,1,0,0,316,108,11,3.90,817,75,33,930,311,177,1,197,mlb,276,142,.338,7,110,.640,3,28,87,.321,1.39,27,.302,MLB,380,56
0,1,9,1,0,0,1,0,676265,.333,0,0,0,0,1,0,0,3.00,3,0,0,3,8,1,0,1,mlb,1,0,.333,0,0,.667,0,0,0,.500,1.00,0,.333,MLB,1,0
22,1,864,14,2,5,2,0,656180,.216,0,0,0,0,63,19,3,4.32,171,15,9,200,72,37,0,35,mlb,63,36,.368,0,21,.698,1,7,15,.311,0.97,8,.330,MLB,86,15
0,1,8,0,0,0,1,0,672851,.000,0,0,0,0,2,0,0,4.00,2,0,0,2,1,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,3,0
116,1,5587,96,13,21,4,18,501303,.242,16,17,1,1,280,190,19,3.83,1291,175,73,1460,584,313,5,358,mlb,467,382,.362,8,176,.672,9,18,143,.290,0.94,41,.310,MLB,540,103
0,1,0,0,0,0,1,0,644364,,0,0,0,0,0,0,0,,0,0,0,0,71,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
12,1,422,7,1,2,1,0,668663,.258,0,0,0,0,22,11,3,3.87,93,13,3,109,32,24,2,26,mlb,35,21,.376,0,8,.743,1,4,10,.319,1.24,4,.367,MLB,37,6
358,1,12086,248,30,124,2,4,605137,.264,30,0,2,4,559,467,79,3.95,2652,322,139,3056,767,701,28,852,mlb,1242,601,.468,12,395,.820,15,14,441,.289,1.42,127,.351,MLB,1223,278
0,1,25,1,0,0,6,0,518553,.111,0,0,0,0,2,2,0,2.78,9,0,0,9,458,1,0,5,mlb,1,1,.111,0,1,.222,0,0,0,.143,5.00,0,.111,MLB,6,0
0,1,6,0,0,0,1,0,621348,.000,0,0,0,0,1,0,0,3.00,2,0,0,2,54,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,1,0
21,1,1711,32,6,0,2,0,571578,.151,0,38,0,0,169,59,4,3.64,410,29,9,470,226,62,0,173,mlb,77,48,.188,1,30,.382,3,1,23,.257,3.60,1,.194,MLB,226,12
713,1,31278,611,78,456,7,81,443558,.276,57,2,13,8,1811,1048,169,3.90,7152,849,362,8013,1948,1973,77,1809,mlb,3731,1737,.522,32,1063,.867,14,81,1276,.307,1.04,505,.346,MLB,3020,832
0,1,12,0,0,0,3,0,605218,.000,0,0,0,0,3,0,0,4.00,3,0,0,3,183,0,0,0,mlb,0,0,.000,0,1,.000,0,0,0,,,0,.000,MLB,4,0
253,1,22555,589,71,45,3,178,444876,.259,35,87,7,7,862,909,113,3.65,5744,710,249,6176,1547,1485,17,1975,mlb,1985,1654,.346,45,669,.640,58,57,478,.296,1.19,179,.295,MLB,2226,352
0,1,139,3,1,0,2,0,502179,.176,0,4,0,0,16,5,0,3.66,34,3,0,38,38,6,0,12,mlb,6,4,.176,0,2,.353,0,0,0,.333,3.00,0,.176,MLB,16,0
2,1,304,1,0,0,1,0,607200,.042,1,11,0,0,28,18,1,3.58,71,1,0,85,61,3,0,44,mlb,3,9,.042,0,2,.110,0,0,1,.068,4.89,1,.068,MLB,36,0
0,1,0,0,0,0,1,0,640448,,0,0,0,0,0,0,0,,0,0,0,0,63,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
1,1,109,2,1,0,1,1,665650,.080,0,2,0,0,9,4,1,3.89,25,0,0,28,10,2,0,12,mlb,2,4,.080,0,2,.195,0,0,2,.125,3.00,0,.115,MLB,12,0
219,1,12547,261,31,127,4,4,596748,.247,27,0,4,9,546,507,102,3.62,3204,396,163,3464,890,792,39,1037,mlb,1344,914,.419,1,355,.715,4,14,460,.260,1.13,126,.296,MLB,1414,294
17,1,1645,45,3,10,1,1,671277,.268,1,0,0,0,90,80,12,3.49,452,62,29,471,131,121,1,163,mlb,184,79,.407,5,56,.702,2,1,48,.314,2.06,14,.295,MLB,221,41
1,1,79,0,0,0,2,0,680686,.045,0,1,0,0,12,3,0,3.29,22,1,0,24,14,1,0,7,mlb,1,3,.045,0,0,.132,0,0,0,.100,2.33,0,.087,MLB,16,0
426,1,17663,489,49,70,4,84,514917,.270,16,13,4,3,870,482,63,3.93,4011,475,170,4496,1110,1083,17,1206,mlb,1525,916,.380,38,565,.723,31,29,353,.328,1.32,116,.343,MLB,1310,271
35,1,2057,38,8,14,1,5,628450,.267,4,0,2,0,117,77,17,4.05,468,64,21,508,176,125,1,156,mlb,190,74,.406,1,54,.723,1,1,63,.326,2.11,23,.317,MLB,219,36
0,1,0,0,0,0,1,0,600921,,0,0,0,0,0,0,0,,0,0,0,0,40,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
3,1,163,3,0,0,1,0,641943,.200,1,1,0,0,11,7,0,3.88,35,3,0,42,13,7,0,12,mlb,7,7,.200,0,7,.493,0,2,4,.280,1.71,1,.293,MLB,20,0
0,1,4,0,0,0,2,0,663432,.000,0,0,0,0,1,0,0,4.00,1,0,0,1,87,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
0,1,48,2,0,0,3,0,541640,.143,0,1,0,0,7,1,0,3.20,14,0,0,15,15,2,0,5,mlb,2,1,.143,0,0,.286,0,0,1,.286,5.00,0,.143,MLB,8,0
91,1,5425,97,13,26,1,49,645302,.237,10,19,0,3,342,185,18,3.74,1271,146,70,1450,408,301,6,313,mlb,467,348,.367,19,177,.683,9,59,132,.301,0.90,55,.315,MLB,533,105
1,1,53,0,0,0,1,0,642028,.000,0,1,0,0,4,1,0,3.79,12,0,0,14,6,0,0,7,mlb,0,2,.000,0,0,.077,0,0,0,.000,3.50,0,.077,MLB,6,0
22,1,1123,17,2,6,2,3,660688,.259,1,1,0,0,35,49,7,3.46,297,49,16,325,85,77,0,88,mlb,111,99,.374,0,29,.692,0,4,31,.276,0.89,11,.318,MLB,152,22
430,1,9551,187,13,112,1,37,665742,.289,11,1,1,1,398,343,50,4.13,1860,232,103,2310,534,538,50,563,mlb,993,382,.534,14,375,.957,8,8,343,.313,1.47,118,.423,MLB,807,223
24,1,1895,30,7,4,1,0,544931,.152,0,56,0,0,153,77,6,3.64,440,30,10,521,233,67,0,230,mlb,89,52,.202,0,23,.400,0,1,29,.223,4.42,7,.198,MLB,230,14
64,1,2321,36,6,20,2,8,657041,.232,4,0,0,1,140,64,9,4.10,495,52,26,566,191,115,1,120,mlb,209,124,.422,4,73,.744,4,3,71,.280,0.97,26,.322,MLB,227,50
0,1,0,0,0,0,2,0,607179,,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
