bb,sport_id,np,hgnd,roe,hr,team_count,sb,player_id,avg,sf,sac,wo,hpop,so,gidp_opp,gidp,ppa,ab,hldr,d,tpa,g,h,ibb,go,sport_code,tb,ao,slg,cs,r,ops,t,hbp,rbi,babip,go_ao,hfly,obp,sport,lob,xbh
18,1,1316,35,4,5,1,13,624503,.249,1,2,0,0,91,45,9,3.58,342,38,15,368,124,85,0,90,mlb,123,79,.360,4,35,.655,4,5,31,.324,1.14,12,.295,MLB,131,24
3,1,390,11,0,0,3,0,543243,.141,0,16,0,0,35,20,1,3.31,99,3,0,118,63,14,0,57,mlb,16,9,.162,0,8,.328,1,0,3,.219,6.33,0,.167,MLB,46,1
0,1,13,0,0,0,1,0,643377,.000,0,0,0,0,2,1,0,4.33,3,0,0,3,2,0,0,0,mlb,0,1,.000,0,0,.000,0,0,0,.000,0.00,0,.000,MLB,4,0
45,1,2155,28,3,22,1,0,680777,.208,0,1,0,0,176,45,8,4.11,472,39,18,524,158,98,0,92,mlb,184,107,.390,1,52,.675,1,6,62,.277,0.86,31,.285,MLB,184,41
325,1,11942,179,31,127,1,32,596146,.234,23,2,9,4,573,387,29,3.79,2772,324,154,3155,782,648,10,730,mlb,1209,861,.436,14,414,.755,13,33,388,.249,0.85,141,.319,MLB,1154,294
15,1,1028,18,5,8,1,1,666135,.245,1,0,0,0,70,42,3,3.67,261,33,14,280,74,64,2,77,mlb,104,51,.398,1,27,.689,1,2,39,.304,1.51,13,.290,MLB,104,23
49,1,1926,24,0,12,1,1,663616,.228,4,0,0,0,159,44,4,4.03,417,43,25,478,129,95,1,91,mlb,156,76,.374,0,51,.692,0,8,46,.332,1.20,28,.318,MLB,210,37
0,1,0,0,0,0,1,0,656730,,0,0,0,0,0,0,0,,0,0,0,0,27,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
4,1,487,13,0,4,1,0,669304,.232,0,0,0,0,30,20,4,3.75,125,9,9,130,37,29,0,33,mlb,50,33,.400,0,10,.662,0,1,16,.275,1.00,7,.262,MLB,61,13
0,1,9,0,0,0,1,0,641927,.500,0,0,0,0,0,0,0,4.50,2,1,0,2,1,1,0,1,mlb,1,0,.500,0,0,1.000,0,0,0,.500,1.00,0,.500,MLB,0,0
0,1,16,0,0,0,4,0,641941,.000,0,0,0,0,3,0,0,3.20,5,0,0,5,76,0,0,1,mlb,0,1,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,1,0
237,1,11828,201,22,89,1,47,593871,.273,26,16,7,7,513,458,38,3.95,2695,391,157,2991,706,737,3,602,mlb,1201,900,.446,28,379,.779,20,17,376,.306,0.67,138,.333,MLB,1006,266
0,1,6,0,0,0,1,0,657746,.000,0,0,0,0,2,0,0,3.00,2,0,0,2,1,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,1,0
235,1,9875,111,14,146,2,5,596142,.229,11,0,2,3,642,318,52,4.09,2130,224,94,2413,592,487,9,503,mlb,1023,533,.480,2,321,.795,2,37,370,.252,0.94,149,.315,MLB,1031,242
0,1,7,0,0,0,6,0,501925,.000,0,0,0,0,2,0,0,3.50,2,0,0,2,191,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
0,1,0,0,0,0,1,0,573204,,0,0,0,0,0,0,0,,0,0,0,0,9,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,106,0,1,0,2,0,592804,.040,0,2,0,0,11,3,0,3.79,25,1,1,28,138,1,0,8,mlb,2,7,.080,0,1,.157,0,1,0,.071,1.14,0,.077,MLB,7,1
110,1,6856,155,15,55,4,3,570482,.270,13,2,3,1,351,293,63,3.75,1694,232,89,1829,521,457,1,464,mlb,719,453,.424,2,212,.740,4,10,221,.309,1.02,69,.316,MLB,730,148
185,1,7141,108,18,126,1,7,624413,.260,15,0,5,2,433,291,43,3.82,1625,190,73,1871,440,423,22,362,mlb,884,422,.544,1,258,.894,5,46,315,.275,0.86,123,.350,MLB,765,204
0,1,35,0,0,0,1,0,605135,.000,0,1,0,0,5,1,0,3.89,8,0,0,9,5,0,0,3,mlb,0,1,.000,0,0,.000,0,0,0,.000,3.00,0,.000,MLB,5,0
278,1,11409,182,30,94,2,30,592192,.248,17,1,7,3,591,331,48,4.19,2339,279,112,2722,703,580,5,560,mlb,1000,652,.428,10,378,.775,13,87,321,.291,0.86,116,.347,MLB,948,219
1,1,136,1,2,0,2,0,471911,.065,0,8,0,0,18,7,0,3.40,31,1,0,40,22,2,0,17,mlb,2,2,.065,0,1,.158,0,0,1,.154,8.50,0,.094,MLB,14,0
122,1,4943,102,11,40,2,6,605204,.268,8,0,1,0,319,171,38,4.01,1082,142,55,1233,383,290,4,276,mlb,469,211,.433,2,147,.785,2,21,125,.342,1.31,46,.351,MLB,507,97
0,1,6,0,0,0,2,0,621242,.000,0,0,0,0,1,0,0,3.00,2,0,0,2,137,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,1,0
316,1,17622,304,31,144,5,21,500871,.255,39,13,5,6,905,669,54,3.88,4155,523,231,4545,1193,1058,22,962,mlb,1801,1319,.433,16,533,.741,40,22,565,.291,0.73,225,.308,MLB,1823,415
65,1,2239,53,6,3,1,4,641645,.284,1,5,0,0,76,79,16,4.26,455,60,21,526,227,129,2,147,mlb,159,110,.349,2,53,.722,0,0,29,.334,1.34,16,.372,MLB,184,24
0,1,17,0,0,0,7,0,488984,.200,0,0,0,0,2,0,0,3.40,5,1,0,5,104,1,0,0,mlb,1,2,.200,0,1,.400,0,0,0,.333,0.00,0,.200,MLB,0,0
123,1,4815,143,14,9,4,72,608671,.238,0,11,0,0,272,130,17,4.02,1058,100,35,1199,459,252,4,358,mlb,332,202,.314,23,159,.634,9,5,54,.313,1.77,9,.320,MLB,356,53
0,1,81,0,0,1,1,0,666137,.100,0,0,0,0,13,2,0,4.05,20,1,1,20,13,2,0,4,mlb,6,1,.300,0,3,.400,0,0,4,.167,4.00,1,.100,MLB,9,2
369,1,16666,382,37,169,2,117,596019,.276,44,31,4,1,653,586,77,3.84,3864,488,216,4344,972,1066,32,1126,mlb,1829,1140,.473,33,624,.814,20,36,526,.291,0.99,195,.341,MLB,1413,405
0,1,0,0,0,0,1,0,661255,,0,0,0,0,0,0,0,,0,0,0,0,87,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
2,1,226,4,1,1,1,0,607625,.155,1,6,0,0,20,13,1,3.37,58,5,3,67,187,9,0,28,mlb,15,9,.259,0,7,.439,0,0,4,.211,3.11,0,.180,MLB,26,4
263,1,18849,579,66,133,5,304,516782,.289,20,16,11,4,1001,697,88,3.75,4587,559,246,5025,1194,1324,16,1391,mlb,2067,961,.451,89,725,.795,49,139,538,.343,1.45,182,.345,MLB,1689,428
6,1,513,5,1,2,1,0,664850,.181,1,1,2,0,24,22,2,3.72,127,14,6,138,54,23,1,38,mlb,35,44,.276,0,9,.509,0,3,10,.206,0.86,4,.234,MLB,62,8
163,1,10550,205,22,76,3,9,543510,.245,16,7,3,2,699,368,73,3.88,2503,300,101,2721,743,614,2,655,mlb,963,606,.385,9,251,.683,10,32,304,.308,1.08,107,.298,MLB,1138,187
117,1,6129,183,12,41,1,17,643446,.303,6,4,1,6,210,274,22,3.61,1530,211,99,1699,433,464,5,407,mlb,704,461,.460,9,218,.828,9,42,185,.329,0.88,64,.368,MLB,604,149
0,1,3,0,0,0,2,0,658431,.000,0,0,0,0,1,0,0,3.00,1,0,0,1,5,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,1,0
1,1,125,3,0,0,1,0,656731,.214,0,2,0,0,17,1,0,4.03,28,3,3,31,18,6,0,7,mlb,9,0,.321,0,1,.563,0,0,0,.545,7.00,0,.241,MLB,13,3
24,1,1889,40,5,10,1,1,621512,.209,3,5,1,0,157,85,18,3.31,535,61,18,571,198,112,3,163,mlb,162,115,.303,0,48,.550,1,4,58,.275,1.42,11,.247,MLB,261,29
280,1,8304,154,14,51,1,20,607043,.267,8,6,2,1,459,181,20,4.21,1628,213,87,1971,520,434,5,409,mlb,716,351,.440,13,273,.828,21,49,171,.340,1.17,66,.388,MLB,545,159
0,1,3,0,0,0,1,0,668665,.000,0,0,0,0,1,0,0,3.00,1,0,0,1,8,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,2,0
1,1,125,1,2,0,4,0,493603,.083,0,3,0,0,17,4,0,4.46,24,1,0,28,354,2,0,8,mlb,2,0,.083,0,1,.203,0,0,0,.286,8.00,0,.120,MLB,7,0
0,1,78,0,0,0,1,0,656849,.063,0,3,0,0,10,4,0,3.90,16,1,1,20,14,1,0,8,mlb,2,0,.125,0,2,.243,0,1,0,.167,8.00,0,.118,MLB,9,1
1,1,96,0,0,2,1,0,663911,.138,0,0,0,0,12,6,1,3.10,29,2,1,31,14,4,0,8,mlb,11,5,.379,0,4,.573,0,1,6,.133,1.60,2,.194,MLB,17,3
0,1,2,0,0,0,2,0,596082,.000,0,0,0,0,0,0,0,2.00,1,0,0,1,10,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,1,0
0,1,0,0,0,0,4,0,570257,,0,0,0,0,0,0,0,,0,0,0,0,45,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
13,1,1839,41,6,1,4,3,453286,.168,1,49,0,0,161,74,5,3.48,464,32,6,529,238,78,0,221,mlb,87,57,.188,0,31,.381,0,2,30,.254,3.88,5,.194,MLB,207,7
1,1,20,0,0,0,5,0,592741,.000,0,0,0,0,2,0,0,5.00,3,0,0,4,102,0,0,1,mlb,0,0,.000,0,0,.250,0,0,0,.000,1.00,0,.250,MLB,2,0
92,1,5087,77,5,46,1,3,642086,.248,12,0,2,1,323,190,27,3.83,1201,164,73,1327,430,298,2,298,mlb,515,301,.429,3,144,.739,3,22,176,.299,0.99,56,.310,MLB,587,122
0,1,7,0,0,0,1,0,622098,.000,0,0,0,0,0,0,0,7.00,1,0,0,1,53,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,0,0
2,1,452,8,1,1,3,0,592836,.161,0,4,0,0,54,13,3,3.80,112,9,2,119,61,18,0,35,mlb,23,11,.205,0,6,.388,0,1,7,.298,3.18,1,.183,MLB,59,3
9,1,650,10,1,0,3,0,592866,.123,0,18,0,1,57,25,1,3.76,146,7,0,173,111,18,0,73,mlb,18,17,.123,0,8,.297,0,0,6,.202,4.29,0,.174,MLB,69,0
0,1,0,0,0,0,2,0,656061,,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
38,1,3363,86,12,34,1,6,609280,.277,7,0,1,0,152,157,22,3.60,884,111,55,933,244,245,2,263,mlb,408,240,.462,2,112,.769,3,4,117,.299,1.10,48,.308,MLB,388,92
0,1,22,0,0,0,2,0,544365,.000,0,4,0,0,1,4,0,3.14,3,0,0,7,8,0,0,6,mlb,0,0,.000,0,0,.000,0,0,0,.000,6.00,0,.000,MLB,0,0
704,1,22583,295,25,161,2,27,572761,.262,46,12,7,3,1083,532,36,4.29,4437,627,302,5266,1342,1162,39,930,mlb,2003,1351,.451,17,762,.819,28,66,589,.309,0.69,237,.368,MLB,1482,491
0,1,0,0,0,0,3,0,612434,,0,0,0,0,0,0,0,,0,0,0,0,97,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,9,0,1,0,3,0,547973,.000,0,0,0,0,1,0,0,4.50,2,0,0,2,367,0,0,1,mlb,0,0,.000,0,1,.000,0,0,0,.000,1.00,0,.000,MLB,2,0
6,1,1069,18,2,3,2,0,543037,.163,0,28,0,0,112,47,4,3.74,251,19,2,286,128,41,0,105,mlb,52,24,.207,0,17,.393,0,1,15,.279,4.38,4,.186,MLB,123,5
0,1,1,0,0,0,1,0,641482,.000,0,0,0,0,0,0,0,1.00,1,0,0,1,4,0,0,1,mlb,0,0,.000,0,0,.000,0,0,0,.000,1.00,0,.000,MLB,1,0
674,1,21574,376,36,257,6,39,518626,.268,41,5,13,7,1079,711,121,4.04,4568,571,265,5341,1253,1223,21,1231,mlb,2283,1158,.500,9,760,.865,12,53,748,.295,1.06,269,.365,MLB,1752,534
6,1,176,3,0,1,1,2,664314,.206,0,0,0,0,12,3,0,4.40,34,3,2,40,16,7,0,8,mlb,12,7,.353,0,3,.678,0,0,2,.286,1.14,1,.325,MLB,19,3
389,1,10949,84,10,167,2,27,608336,.204,2,1,3,1,962,223,12,4.21,2186,186,85,2601,684,446,19,310,mlb,1046,477,.478,8,376,.808,7,23,357,.263,0.65,175,.330,MLB,992,259
253,1,14455,295,32,103,4,41,503556,.255,13,35,2,2,781,522,86,3.84,3424,446,182,3765,1090,874,10,1065,mlb,1381,819,.403,28,410,.716,8,40,404,.302,1.30,131,.313,MLB,1430,293
378,1,12486,213,26,94,2,62,543305,.233,25,11,3,2,637,429,36,4.12,2602,281,104,3033,799,606,7,711,mlb,1018,708,.391,26,387,.722,13,17,326,.270,1.00,110,.331,MLB,1122,211
31,1,2011,18,3,24,1,0,543309,.182,4,2,0,1,145,76,8,3.77,495,46,22,534,178,90,0,94,mlb,184,174,.372,0,57,.603,0,2,68,.200,0.54,25,.231,MLB,246,46
0,1,45,0,0,0,2,0,605280,.000,0,0,0,0,7,1,0,3.75,12,0,0,12,90,0,0,4,mlb,0,1,.000,0,1,.000,0,0,0,.000,4.00,0,.000,MLB,8,0
395,1,11794,162,24,185,1,29,592450,.279,20,0,3,2,806,378,67,4.27,2323,296,104,2759,639,648,26,480,mlb,1315,436,.566,12,459,.951,4,18,418,.342,1.10,188,.385,MLB,951,293
100,1,6401,190,17,16,2,48,643396,.265,8,7,2,1,269,234,47,3.65,1616,206,70,1756,454,429,5,563,mlb,565,384,.350,17,203,.666,9,25,136,.308,1.47,32,.317,MLB,617,95
0,1,0,0,0,0,1,0,650633,,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
442,1,21395,609,53,101,3,88,518934,.299,38,35,3,2,814,756,153,3.82,5062,762,243,5603,1360,1512,22,1850,mlb,2130,1072,.421,44,769,.776,36,26,564,.337,1.73,139,.356,MLB,1774,380
0,1,7,0,0,0,1,0,642528,.000,0,0,0,0,2,0,0,3.50,2,0,0,2,6,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,1,0
33,1,1989,45,5,6,3,35,641796,.231,2,2,3,0,100,53,3,3.84,445,45,21,518,224,103,0,108,mlb,148,138,.333,4,82,.666,3,36,33,.284,0.78,13,.333,MLB,187,30
0,1,0,0,0,0,2,0,476595,,0,0,0,0,0,0,0,,0,0,0,0,7,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
2,1,39,0,0,0,1,0,656756,.000,0,0,0,0,6,1,1,4.33,7,0,0,9,5,0,0,2,mlb,0,0,.000,0,0,.222,0,0,0,.000,2.00,0,.222,MLB,6,0
0,1,8,0,0,0,3,0,593974,.000,0,2,0,0,1,2,0,2.67,1,0,0,3,191,0,0,2,mlb,0,0,.000,0,0,.000,0,0,0,,2.00,0,.000,MLB,0,0
691,1,24410,346,45,270,3,72,519203,.267,42,0,9,7,994,1000,126,3.89,5360,756,301,6281,1474,1429,71,1501,mlb,2584,1561,.482,37,804,.850,22,188,863,.280,0.96,320,.367,MLB,2246,593
1,1,11,0,0,0,1,0,657376,.000,0,0,0,0,1,0,0,5.50,1,0,0,2,1,0,0,0,mlb,0,0,.000,0,0,.500,0,0,0,,,0,.500,MLB,1,0
0,1,39,0,0,0,1,0,622663,.083,0,0,0,1,5,1,0,3.25,12,0,0,12,5,1,0,3,mlb,1,3,.083,0,1,.167,0,0,0,.143,1.00,0,.083,MLB,2,0
675,1,23448,421,43,361,2,42,519317,.268,36,0,9,3,1620,748,121,4.04,5039,626,270,5801,1380,1348,83,1156,mlb,2723,1041,.540,15,785,.898,11,49,935,.319,1.11,298,.357,MLB,2265,642
2,1,515,8,0,0,2,0,592791,.110,0,17,0,0,57,25,5,3.32,136,6,1,155,78,15,0,71,mlb,16,15,.118,0,2,.241,0,0,5,.190,4.73,1,.123,MLB,86,1
176,1,8017,132,10,87,1,28,650402,.267,17,5,7,3,427,301,40,4.01,1787,221,85,1998,499,477,8,395,mlb,827,518,.463,12,249,.797,2,13,266,.302,0.76,121,.334,MLB,766,174
27,1,2328,50,9,15,2,2,624431,.252,8,4,3,0,116,108,22,3.62,602,77,33,643,201,152,1,178,mlb,232,169,.385,1,68,.669,1,2,76,.286,1.05,25,.283,MLB,241,49
2,1,117,1,1,1,1,1,669397,.207,0,0,0,0,8,1,0,3.66,29,3,2,32,12,6,0,7,mlb,11,8,.379,1,3,.661,0,1,2,.250,0.88,2,.281,MLB,10,3
565,1,30147,852,116,82,2,320,462101,.270,56,103,6,10,1074,1133,182,3.84,7078,875,344,7854,1862,1911,7,2650,mlb,2601,1742,.367,108,977,.694,50,51,684,.306,1.52,174,.326,MLB,2695,476
6,1,342,9,1,1,1,3,642456,.235,1,0,1,0,19,8,2,3.68,85,9,5,93,38,20,0,26,mlb,28,21,.329,0,4,.620,0,1,7,.288,1.24,2,.290,MLB,45,6
24,1,2185,57,9,12,3,7,542194,.226,1,1,1,1,154,82,22,3.42,610,65,30,638,208,138,1,193,mlb,204,146,.334,4,63,.592,0,2,63,.283,1.32,15,.257,MLB,284,42
0,1,14,0,0,0,1,0,621112,.000,0,0,0,0,2,1,1,2.80,5,0,0,5,2,0,0,4,mlb,0,0,.000,0,0,.000,0,0,0,.000,4.00,0,.000,MLB,4,0
1,1,133,5,0,0,1,0,681146,.286,0,0,0,0,2,3,0,4.59,28,3,1,29,8,8,0,9,mlb,9,9,.321,0,0,.632,0,0,0,.308,1.00,0,.310,MLB,10,1
48,1,2456,21,1,29,1,11,664913,.221,3,0,1,2,175,85,6,3.97,565,65,32,619,209,125,3,108,mlb,254,160,.450,1,75,.734,5,3,93,.264,0.68,37,.284,MLB,275,66
2,1,60,1,1,0,2,0,608344,.182,0,2,0,0,4,3,0,4.00,11,1,0,15,16,2,0,5,mlb,2,2,.182,0,1,.490,0,0,1,.286,2.50,0,.308,MLB,6,0
0,1,16,0,0,0,1,0,621076,.333,0,1,0,0,2,1,0,4.00,3,1,0,4,2,1,0,1,mlb,1,0,.333,0,1,.667,0,0,0,1.000,1.00,0,.333,MLB,1,0
160,1,5573,106,7,24,3,31,643393,.244,16,11,2,3,219,184,22,3.70,1296,156,57,1508,527,316,2,382,mlb,465,418,.359,12,178,.693,10,24,121,.273,0.91,51,.334,MLB,449,91
0,1,0,0,0,0,3,0,592473,,0,0,0,0,0,0,0,,0,0,0,0,36,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
107,1,5715,104,5,51,1,39,657656,.261,14,1,6,3,359,213,24,4.04,1255,154,80,1415,353,327,0,285,mlb,568,299,.453,11,193,.786,4,38,158,.321,0.95,66,.334,MLB,536,135
502,1,20248,332,36,121,4,8,476704,.258,46,8,7,5,893,723,93,3.91,4594,603,291,5174,1301,1183,19,1035,mlb,1871,1618,.407,3,590,.738,17,24,594,.293,0.64,243,.331,MLB,1893,429
1,1,41,0,0,0,1,0,593423,.000,0,0,0,0,8,0,0,3.73,10,0,0,11,6,0,0,2,mlb,0,0,.000,0,0,.091,0,0,0,.000,2.00,0,.091,MLB,1,0
90,1,3507,44,4,36,1,0,669221,.221,5,0,0,2,230,123,23,3.89,789,83,49,902,245,174,1,183,mlb,333,207,.422,0,107,.735,1,18,109,.261,0.88,45,.313,MLB,334,86
18,1,1269,24,2,5,2,6,641914,.218,1,0,0,0,95,29,5,4.04,293,33,7,314,109,64,0,86,mlb,90,49,.307,2,26,.575,2,2,28,.304,1.76,7,.268,MLB,106,14
13,1,939,16,5,3,2,1,665506,.151,0,4,0,1,77,25,5,3.49,251,16,7,269,86,38,0,88,mlb,56,52,.223,2,20,.419,1,1,16,.205,1.69,5,.196,MLB,111,11
96,1,5721,120,13,55,1,5,640461,.244,9,4,1,0,418,195,36,3.71,1414,160,80,1542,491,345,1,367,mlb,596,309,.421,4,181,.720,3,18,171,.305,1.19,65,.299,MLB,651,138
222,1,10171,210,25,89,2,23,572039,.258,16,3,3,1,587,384,72,3.75,2431,298,139,2710,698,628,5,685,mlb,1052,603,.433,12,314,.761,9,37,343,.304,1.14,119,.328,MLB,1008,237
0,1,5,0,0,0,2,0,643493,.000,0,0,0,0,1,0,0,5.00,1,0,0,1,7,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
0,1,3,0,0,0,2,0,572125,.000,0,0,0,0,1,0,0,3.00,1,0,0,1,21,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,0,0
10,1,687,10,2,3,2,4,675656,.164,2,3,0,0,53,26,5,3.67,171,10,9,187,65,28,0,38,mlb,48,57,.281,0,11,.493,1,1,14,.214,0.67,8,.212,MLB,85,13
0,1,0,0,0,0,1,0,669912,,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,0,0,0,0,1,0,593619,,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,0,0,0,0,1,0,642152,,0,0,0,0,0,0,0,,0,0,0,0,13,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
198,1,9953,129,20,78,6,4,519390,.243,22,4,1,3,457,344,26,4.06,2218,305,117,2451,739,539,16,496,mlb,914,773,.412,5,248,.717,12,9,293,.270,0.64,102,.305,MLB,939,207
0,1,5,0,0,0,2,0,621237,.000,0,0,0,0,1,0,0,5.00,1,0,0,1,70,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,1,0
0,1,0,0,0,0,2,0,571479,,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
62,1,3379,76,8,15,1,6,664761,.268,12,0,3,0,206,126,24,3.89,790,117,35,869,226,212,0,224,mlb,294,160,.372,3,103,.693,1,5,95,.339,1.40,19,.321,MLB,332,51
0,1,0,0,0,0,1,0,641401,,0,0,0,0,0,0,0,,0,0,0,0,51,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
98,1,5178,99,10,37,2,2,622666,.255,4,4,1,2,275,183,25,3.92,1207,154,71,1320,409,308,8,351,mlb,498,299,.413,1,149,.726,4,7,159,.301,1.17,53,.314,MLB,513,112
315,1,18025,310,43,175,4,16,592206,.276,38,0,4,5,1099,715,92,3.78,4374,651,295,4763,1155,1208,17,985,mlb,2098,1172,.480,17,569,.807,35,36,630,.329,0.84,242,.327,MLB,1778,505
0,1,3,0,0,0,1,0,668968,.000,0,0,0,0,1,0,0,3.00,1,0,0,1,2,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,1,0
1,1,15,0,0,0,1,0,622554,.000,0,0,0,0,2,0,0,5.00,2,0,0,3,75,0,0,0,mlb,0,0,.000,0,0,.333,0,0,0,,,0,.333,MLB,3,0
1,1,625,11,1,1,1,0,621107,.126,0,15,0,0,94,22,2,3.40,167,7,3,184,93,21,0,52,mlb,27,17,.162,0,10,.298,0,1,6,.278,3.06,3,.136,MLB,103,4
0,1,23,0,0,0,1,0,663559,.000,0,0,0,0,5,0,0,4.60,5,0,0,5,21,0,0,0,mlb,0,0,.000,0,0,.000,0,0,0,,,0,.000,MLB,2,0
0,1,14,1,0,0,2,0,544727,.400,0,0,0,0,2,0,0,2.80,5,1,0,5,422,2,0,1,mlb,2,0,.400,0,0,.800,0,0,1,.667,1.00,0,.400,MLB,1,0
2,1,174,4,0,1,3,0,502043,.167,0,3,0,0,20,7,0,3.28,48,3,0,53,23,8,0,20,mlb,11,3,.229,0,6,.429,0,0,2,.259,6.67,1,.200,MLB,30,1
249,1,15562,340,51,133,4,36,544369,.260,42,15,1,7,597,661,50,3.75,3794,484,179,4154,1048,985,19,1014,mlb,1613,1288,.425,16,496,.736,25,52,523,.274,0.79,154,.311,MLB,1666,337
0,1,290,5,1,0,6,0,543272,.069,0,15,0,0,22,19,2,3.33,72,0,0,87,320,5,0,51,mlb,5,11,.069,0,2,.139,0,0,4,.100,4.64,0,.069,MLB,41,0
859,1,23032,398,30,282,2,120,547180,.282,48,12,12,7,1238,813,102,4.01,4790,663,291,5747,1344,1349,107,1188,mlb,2532,1141,.529,41,898,.920,23,38,800,.322,1.04,281,.392,MLB,1866,596
208,1,12333,317,28,78,1,65,546318,.272,13,9,2,3,650,452,45,3.94,2870,372,158,3133,801,780,14,788,mlb,1210,710,.422,25,370,.748,19,32,300,.326,1.11,88,.327,MLB,1122,255
349,1,11061,100,25,131,1,13,656555,.242,16,0,1,6,595,295,36,4.42,2097,235,129,2500,580,508,9,376,mlb,1044,643,.498,7,348,.855,7,35,363,.272,0.58,167,.357,MLB,943,267
0,1,0,0,0,0,1,0,676103,,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
0,1,5,0,0,0,3,0,608349,.000,0,0,0,0,0,0,0,2.50,2,0,0,2,231,0,0,2,mlb,0,0,.000,0,0,.000,0,0,0,.000,2.00,0,.000,MLB,1,0
5,1,226,6,1,2,1,0,665561,.267,0,0,0,0,12,7,1,3.48,60,8,1,65,23,16,0,13,mlb,25,19,.417,0,10,.740,1,0,7,.304,0.68,2,.323,MLB,27,4
11,1,535,6,1,3,1,2,665155,.268,1,1,0,0,40,18,0,3.88,123,19,7,138,54,33,0,23,mlb,53,29,.431,0,18,.767,2,2,18,.370,0.79,8,.336,MLB,47,12
10,1,309,4,1,1,1,0,666160,.139,0,2,0,0,33,8,0,3.68,72,4,0,84,38,10,1,22,mlb,13,9,.181,0,8,.424,0,0,4,.237,2.44,2,.244,MLB,34,1
39,1,2131,66,5,13,3,16,622168,.272,3,0,2,1,125,77,9,3.66,536,63,28,583,219,146,7,163,mlb,215,108,.401,9,69,.727,1,5,61,.332,1.51,16,.326,MLB,204,42
0,1,33,0,0,0,1,0,665922,.143,0,1,0,0,2,1,0,3.67,7,1,0,9,9,1,0,2,mlb,1,3,.143,0,0,.393,0,1,0,.200,0.67,0,.250,MLB,4,0
21,1,1271,10,4,0,1,0,605400,.089,1,24,0,0,158,34,4,4.00,271,14,6,318,153,24,0,102,mlb,30,16,.111,0,15,.267,0,1,12,.211,6.38,0,.156,MLB,134,6
247,1,14358,367,39,115,2,65,592663,.273,26,1,5,4,742,570,74,3.85,3400,414,192,3731,928,928,14,904,mlb,1515,900,.446,17,476,.775,25,54,455,.316,1.00,143,.330,MLB,1551,332
0,1,0,0,0,0,1,0,650911,,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,mlb,0,0,,0,0,.000,0,0,0,,,0,,MLB,0,0
384,1,12226,165,16,172,4,15,656941,.234,12,1,3,5,805,307,35,4.25,2453,228,101,2876,732,575,31,538,mlb,1208,564,.492,11,420,.835,8,26,389,.271,0.95,177,.343,MLB,1044,281
10,1,609,6,1,4,1,1,681082,.161,0,0,1,0,38,26,0,4.14,137,12,3,147,43,22,0,30,mlb,37,47,.270,1,16,.488,0,0,19,.189,0.64,4,.218,MLB,70,7
